Date,Seed,Model,Ranking Function,Dataset,N,n,Effort,Accuracy,Precision,Recall,F1-Score,Relevant labeled,TP,TN,FP,FN,Prevalence,representation
2022-11-23 17:40,2474260,logreg,relevance,displaced_persons,364,1,23,0.0888674566,0.0888674566,1,0.1632291535,9,645,0,6613,0,0.1355769231,bow
2022-11-23 17:40,2474260,logreg,relevance,displaced_persons,364,1,23,0.0888674566,0.0888674566,1,0.1632291535,9,645,0,6613,0,0.1355769231,bow
2022-11-23 17:40,2474260,logreg,relevance,displaced_persons,364,1,23,0.0888674566,0.0888674566,1,0.1632291535,9,645,0,6613,0,0.1355769231,bow
2022-11-23 17:40,2474260,logreg,relevance,displaced_persons,364,1,23,0.0888674566,0.0888674566,1,0.1632291535,9,645,0,6613,0,0.1355769231,bow
2022-11-23 17:41,2474260,logreg,relevance,displaced_persons,364,1,23,0.0888674566,0.0888674566,1,0.1632291535,9,645,0,6613,0,0.1355769231,bow
2022-11-23 17:41,2474260,logreg,relevance,displaced_persons,364,3,66,0.6594594595,0.2051116144,1,0.3404026846,20,634,4124,2457,0,0.1,bow
2022-11-23 17:41,2474260,logreg,relevance,displaced_persons,364,3,66,0.6594594595,0.2051116144,1,0.3404026846,20,634,4124,2457,0,0.1,bow
2022-11-23 17:41,2474260,logreg,relevance,displaced_persons,364,3,66,0.6594594595,0.2051116144,1,0.3404026846,20,634,4124,2457,0,0.1,bow
2022-11-23 17:42,2474260,logreg,relevance,displaced_persons,364,3,66,0.6594594595,0.2051116144,1,0.3404026846,20,634,4124,2457,0,0.1,bow
2022-11-23 17:42,2474260,logreg,relevance,displaced_persons,364,3,66,0.6594594595,0.2051116144,1,0.3404026846,20,634,4124,2457,0,0.1,bow
2022-11-23 17:42,2474260,logreg,relevance,displaced_persons,364,5,105,0.8900501672,0.4423213022,0.9984025559,0.6130456106,28,625,5762,788,1,0.09865384615,bow
2022-11-23 17:42,2474260,logreg,relevance,displaced_persons,364,5,105,0.8900501672,0.4423213022,0.9984025559,0.6130456106,28,625,5762,788,1,0.09865384615,bow
2022-11-23 17:42,2474260,logreg,relevance,displaced_persons,364,5,105,0.8900501672,0.4423213022,0.9984025559,0.6130456106,28,625,5762,788,1,0.09865384615,bow
2022-11-23 17:43,2474260,logreg,relevance,displaced_persons,364,5,105,0.8900501672,0.4423213022,0.9984025559,0.6130456106,28,625,5762,788,1,0.09865384615,bow
2022-11-23 17:43,2474260,logreg,relevance,displaced_persons,364,5,105,0.8900501672,0.4423213022,0.9984025559,0.6130456106,28,625,5762,788,1,0.09865384615,bow
2022-11-23 17:43,2474260,logreg,relevance,displaced_persons,364,10,185,0.9498308906,0.6485260771,0.925566343,0.7626666667,36,572,6168,310,46,0.10125,bow
2022-11-23 17:43,2474260,logreg,relevance,displaced_persons,364,10,185,0.9498308906,0.6485260771,0.925566343,0.7626666667,36,572,6168,310,46,0.10125,bow
2022-11-23 17:44,2474260,logreg,relevance,displaced_persons,364,10,185,0.9498308906,0.6485260771,0.925566343,0.7626666667,36,572,6168,310,46,0.10125,bow
2022-11-23 17:44,2474260,logreg,relevance,displaced_persons,364,10,185,0.9498308906,0.6485260771,0.925566343,0.7626666667,36,572,6168,310,46,0.10125,bow
2022-11-23 17:44,2474260,logreg,relevance,displaced_persons,364,10,185,0.9498308906,0.6485260771,0.925566343,0.7626666667,36,572,6168,310,46,0.10125,bow
2022-11-23 17:44,2474260,logreg,relevance,displaced_persons,364,20,290,0.9555142326,0.7208633094,0.8106796117,0.7631378522,36,501,6179,194,117,0.1009615385,bow
2022-11-23 17:45,2474260,logreg,relevance,displaced_persons,364,20,290,0.9555142326,0.7208633094,0.8106796117,0.7631378522,36,501,6179,194,117,0.1009615385,bow
2022-11-23 17:45,2474260,logreg,relevance,displaced_persons,364,20,290,0.9555142326,0.7208633094,0.8106796117,0.7631378522,36,501,6179,194,117,0.1009615385,bow
2022-11-23 17:45,2474260,logreg,relevance,displaced_persons,364,20,290,0.9555142326,0.7208633094,0.8106796117,0.7631378522,36,501,6179,194,117,0.1009615385,bow
2022-11-23 17:45,2474260,logreg,relevance,displaced_persons,364,20,290,0.9555142326,0.7208633094,0.8106796117,0.7631378522,36,501,6179,194,117,0.1009615385,bow
2022-11-23 17:46,2474260,logreg,relevance,displaced_persons,728,1,29,0.08866519581,0.08866519581,1,0.1628879037,11,643,0,6609,0,0.09663461538,bow
2022-11-23 17:46,2474260,logreg,relevance,displaced_persons,728,1,29,0.08866519581,0.08866519581,1,0.1628879037,11,643,0,6609,0,0.09663461538,bow
2022-11-23 17:46,2474260,logreg,relevance,displaced_persons,728,1,29,0.08866519581,0.08866519581,1,0.1628879037,11,643,0,6609,0,0.09663461538,bow
2022-11-23 17:46,2474260,logreg,relevance,displaced_persons,728,1,29,0.08866519581,0.08866519581,1,0.1628879037,11,643,0,6609,0,0.09663461538,bow
2022-11-23 17:47,2474260,logreg,relevance,displaced_persons,728,1,29,0.08866519581,0.08866519581,1,0.1628879037,11,643,0,6609,0,0.09663461538,bow
2022-11-23 17:47,2474260,logreg,relevance,displaced_persons,728,3,84,0.7554536612,0.2626728111,1,0.4160583942,27,627,4810,1760,0,0.08894230769,bow
2022-11-23 17:47,2474260,logreg,relevance,displaced_persons,728,3,84,0.7554536612,0.2626728111,1,0.4160583942,27,627,4810,1760,0,0.08894230769,bow
2022-11-23 17:47,2474260,logreg,relevance,displaced_persons,728,3,84,0.7554536612,0.2626728111,1,0.4160583942,27,627,4810,1760,0,0.08894230769,bow
2022-11-23 17:48,2474260,logreg,relevance,displaced_persons,728,3,84,0.7554536612,0.2626728111,1,0.4160583942,27,627,4810,1760,0,0.08894230769,bow
2022-11-23 17:48,2474260,logreg,relevance,displaced_persons,728,3,84,0.7554536612,0.2626728111,1,0.4160583942,27,627,4810,1760,0,0.08894230769,bow
2022-11-23 17:48,2474260,logreg,relevance,displaced_persons,728,5,135,0.9381472152,0.5830078125,0.9754901961,0.7298288509,42,597,6107,427,15,0.09461538462,bow
2022-11-23 17:48,2474260,logreg,relevance,displaced_persons,728,5,135,0.9381472152,0.5830078125,0.9754901961,0.7298288509,42,597,6107,427,15,0.09461538462,bow
2022-11-23 17:49,2474260,logreg,relevance,displaced_persons,728,5,135,0.9381472152,0.5830078125,0.9754901961,0.7298288509,42,597,6107,427,15,0.09461538462,bow
2022-11-23 17:49,2474260,logreg,relevance,displaced_persons,728,5,135,0.9381472152,0.5830078125,0.9754901961,0.7298288509,42,597,6107,427,15,0.09461538462,bow
2022-11-23 17:49,2474260,logreg,relevance,displaced_persons,728,5,135,0.9381472152,0.5830078125,0.9754901961,0.7298288509,42,597,6107,427,15,0.09461538462,bow
2022-11-23 17:49,2474260,logreg,relevance,displaced_persons,728,10,245,0.9596361569,0.743431221,0.8030050083,0.772070626,55,481,6271,166,118,0.08307692308,bow
2022-11-23 17:50,2474260,logreg,relevance,displaced_persons,728,10,245,0.9596361569,0.743431221,0.8030050083,0.772070626,55,481,6271,166,118,0.08307692308,bow
2022-11-23 17:50,2474260,logreg,relevance,displaced_persons,728,10,245,0.9596361569,0.743431221,0.8030050083,0.772070626,55,481,6271,166,118,0.08307692308,bow
2022-11-23 17:50,2474260,logreg,relevance,displaced_persons,728,10,245,0.9596361569,0.743431221,0.8030050083,0.772070626,55,481,6271,166,118,0.08307692308,bow
2022-11-23 17:51,2474260,logreg,relevance,displaced_persons,728,10,245,0.9596361569,0.743431221,0.8030050083,0.772070626,55,481,6271,166,118,0.08307692308,bow
2022-11-23 17:51,2474260,logreg,relevance,displaced_persons,728,20,410,0.9573570077,0.7915057915,0.6890756303,0.7367475292,59,410,6168,108,185,0.08365384615,bow
2022-11-23 17:51,2474260,logreg,relevance,displaced_persons,728,20,410,0.9573570077,0.7915057915,0.6890756303,0.7367475292,59,410,6168,108,185,0.08365384615,bow
2022-11-23 17:51,2474260,logreg,relevance,displaced_persons,728,20,410,0.9573570077,0.7915057915,0.6890756303,0.7367475292,59,410,6168,108,185,0.08365384615,bow
2022-11-23 17:52,2474260,logreg,relevance,displaced_persons,728,20,410,0.9573570077,0.7915057915,0.6890756303,0.7367475292,59,410,6168,108,185,0.08365384615,bow
2022-11-23 17:52,2474260,logreg,relevance,displaced_persons,728,20,410,0.9573570077,0.7915057915,0.6890756303,0.7367475292,59,410,6168,108,185,0.08365384615,bow
2022-11-23 17:52,2474260,logreg,relevance,displaced_persons,1456,1,35,0.08860060723,0.08860060723,1,0.1627789047,12,642,0,6604,0,0.06995192308,bow
2022-11-23 17:53,2474260,logreg,relevance,displaced_persons,1456,1,35,0.08860060723,0.08860060723,1,0.1627789047,12,642,0,6604,0,0.06995192308,bow
2022-11-23 17:53,2474260,logreg,relevance,displaced_persons,1456,1,35,0.08860060723,0.08860060723,1,0.1627789047,12,642,0,6604,0,0.06995192308,bow
2022-11-23 17:53,2474260,logreg,relevance,displaced_persons,1456,1,35,0.08860060723,0.08860060723,1,0.1627789047,12,642,0,6604,0,0.06995192308,bow
2022-11-23 17:54,2474260,logreg,relevance,displaced_persons,1456,1,35,0.08860060723,0.08860060723,1,0.1627789047,12,642,0,6604,0,0.06995192308,bow
2022-11-23 17:54,2474260,logreg,relevance,displaced_persons,1456,3,102,0.8506755816,0.36455246,1,0.5343179844,39,615,5492,1072,0,0.1028846154,bow
2022-11-23 17:54,2474260,logreg,relevance,displaced_persons,1456,3,102,0.8506755816,0.36455246,1,0.5343179844,39,615,5492,1072,0,0.1028846154,bow
2022-11-23 17:54,2474260,logreg,relevance,displaced_persons,1456,3,102,0.8506755816,0.36455246,1,0.5343179844,39,615,5492,1072,0,0.1028846154,bow
2022-11-23 17:55,2474260,logreg,relevance,displaced_persons,1456,3,102,0.8506755816,0.36455246,1,0.5343179844,39,615,5492,1072,0,0.1028846154,bow
2022-11-23 17:55,2474260,logreg,relevance,displaced_persons,1456,3,102,0.8506755816,0.36455246,1,0.5343179844,39,615,5492,1072,0,0.1028846154,bow
2022-11-23 17:55,2474260,logreg,relevance,displaced_persons,1456,5,165,0.9374648679,0.5755755756,0.9647651007,0.7210031348,58,575,6096,424,21,0.09100961538,bow
2022-11-23 17:56,2474260,logreg,relevance,displaced_persons,1456,5,165,0.9374648679,0.5755755756,0.9647651007,0.7210031348,58,575,6096,424,21,0.09100961538,bow
2022-11-23 17:56,2474260,logreg,relevance,displaced_persons,1456,5,165,0.9374648679,0.5755755756,0.9647651007,0.7210031348,58,575,6096,424,21,0.09100961538,bow
2022-11-23 17:56,2474260,logreg,relevance,displaced_persons,1456,5,165,0.9374648679,0.5755755756,0.9647651007,0.7210031348,58,575,6096,424,21,0.09100961538,bow
2022-11-23 17:57,2474260,logreg,relevance,displaced_persons,1456,5,165,0.9374648679,0.5755755756,0.9647651007,0.7210031348,58,575,6096,424,21,0.09100961538,bow
2022-11-23 17:57,2474260,logreg,relevance,displaced_persons,1456,10,305,0.9459575688,0.6020408163,0.9533213645,0.7380125087,97,531,6068,351,26,0.09951923077,bow
2022-11-23 17:57,2474260,logreg,relevance,displaced_persons,1456,10,305,0.9459575688,0.6020408163,0.9533213645,0.7380125087,97,531,6068,351,26,0.09951923077,bow
2022-11-23 17:58,2474260,logreg,relevance,displaced_persons,1456,10,305,0.9459575688,0.6020408163,0.9533213645,0.7380125087,97,531,6068,351,26,0.09951923077,bow
2022-11-23 17:58,2474260,logreg,relevance,displaced_persons,1456,10,305,0.9459575688,0.6020408163,0.9533213645,0.7380125087,97,531,6068,351,26,0.09951923077,bow
2022-11-23 17:58,2474260,logreg,relevance,displaced_persons,1456,10,305,0.9459575688,0.6020408163,0.9533213645,0.7380125087,97,531,6068,351,26,0.09951923077,bow
2022-11-23 17:59,2474260,logreg,relevance,displaced_persons,1456,20,530,0.9598577988,0.7040498442,0.8480300188,0.7693617021,121,452,6028,190,81,0.09,bow
2022-11-23 17:59,2474260,logreg,relevance,displaced_persons,1456,20,530,0.9598577988,0.7040498442,0.8480300188,0.7693617021,121,452,6028,190,81,0.09,bow
2022-11-23 17:59,2474260,logreg,relevance,displaced_persons,1456,20,530,0.9598577988,0.7040498442,0.8480300188,0.7693617021,121,452,6028,190,81,0.09,bow
2022-11-23 17:59,2474260,logreg,relevance,displaced_persons,1456,20,530,0.9598577988,0.7040498442,0.8480300188,0.7693617021,121,452,6028,190,81,0.09,bow
2022-11-23 18:00,2474260,logreg,relevance,displaced_persons,1456,20,530,0.9598577988,0.7040498442,0.8480300188,0.7693617021,121,452,6028,190,81,0.09,bow
2022-11-23 18:00,2474260,logreg,relevance,displaced_persons,1820,1,37,0.08807288791,0.08807288791,1,0.1618878457,16,638,0,6606,0,0.1003846154,bow
2022-11-23 18:00,2474260,logreg,relevance,displaced_persons,1820,1,37,0.08807288791,0.08807288791,1,0.1618878457,16,638,0,6606,0,0.1003846154,bow
2022-11-23 18:01,2474260,logreg,relevance,displaced_persons,1820,1,37,0.08807288791,0.08807288791,1,0.1618878457,16,638,0,6606,0,0.1003846154,bow
2022-11-23 18:01,2474260,logreg,relevance,displaced_persons,1820,1,37,0.08807288791,0.08807288791,1,0.1618878457,16,638,0,6606,0,0.1003846154,bow
2022-11-23 18:02,2474260,logreg,relevance,displaced_persons,1820,1,37,0.08807288791,0.08807288791,1,0.1618878457,16,638,0,6606,0,0.1003846154,bow
2022-11-23 18:02,2474260,logreg,relevance,displaced_persons,1820,3,108,0.7341419211,0.2435541452,1,0.3917065391,40,614,4652,1907,0,0.08846153846,bow
2022-11-23 18:02,2474260,logreg,relevance,displaced_persons,1820,3,108,0.7341419211,0.2435541452,1,0.3917065391,40,614,4652,1907,0,0.08846153846,bow
2022-11-23 18:03,2474260,logreg,relevance,displaced_persons,1820,3,108,0.7341419211,0.2435541452,1,0.3917065391,40,614,4652,1907,0,0.08846153846,bow
2022-11-23 18:03,2474260,logreg,relevance,displaced_persons,1820,3,108,0.7341419211,0.2435541452,1,0.3917065391,40,614,4652,1907,0,0.08846153846,bow
2022-11-23 18:03,2474260,logreg,relevance,displaced_persons,1820,3,108,0.7341419211,0.2435541452,1,0.3917065391,40,614,4652,1907,0,0.08846153846,bow
2022-11-23 18:04,2474260,logreg,relevance,displaced_persons,1820,5,175,0.911905432,0.4868852459,1,0.6549062845,60,594,5886,626,0,0.09265384615,bow
2022-11-23 18:04,2474260,logreg,relevance,displaced_persons,1820,5,175,0.911905432,0.4868852459,1,0.6549062845,60,594,5886,626,0,0.09265384615,bow
2022-11-23 18:04,2474260,logreg,relevance,displaced_persons,1820,5,175,0.911905432,0.4868852459,1,0.6549062845,60,594,5886,626,0,0.09265384615,bow
2022-11-23 18:05,2474260,logreg,relevance,displaced_persons,1820,5,175,0.911905432,0.4868852459,1,0.6549062845,60,594,5886,626,0,0.09265384615,bow
2022-11-23 18:05,2474260,logreg,relevance,displaced_persons,1820,5,175,0.911905432,0.4868852459,1,0.6549062845,60,594,5886,626,0,0.09265384615,bow
2022-11-23 18:05,2474260,logreg,relevance,displaced_persons,1820,10,325,0.9596032202,0.713190184,0.831842576,0.7679603633,95,465,6210,187,94,0.07984615385,bow
2022-11-23 18:06,2474260,logreg,relevance,displaced_persons,1820,10,325,0.9596032202,0.713190184,0.831842576,0.7679603633,95,465,6210,187,94,0.07984615385,bow
2022-11-23 18:06,2474260,logreg,relevance,displaced_persons,1820,10,325,0.9596032202,0.713190184,0.831842576,0.7679603633,95,465,6210,187,94,0.07984615385,bow
2022-11-23 18:06,2474260,logreg,relevance,displaced_persons,1820,10,325,0.9596032202,0.713190184,0.831842576,0.7679603633,95,465,6210,187,94,0.07984615385,bow
2022-11-23 18:07,2474260,logreg,relevance,displaced_persons,1820,10,325,0.9596032202,0.713190184,0.831842576,0.7679603633,95,465,6210,187,94,0.07984615385,bow
2022-11-23 18:07,2474260,logreg,relevance,displaced_persons,1820,20,570,0.9612576367,0.6913043478,0.9103053435,0.7858319605,130,477,5974,213,47,0.08215384615,bow
2022-11-23 18:07,2474260,logreg,relevance,displaced_persons,1820,20,570,0.9612576367,0.6913043478,0.9103053435,0.7858319605,130,477,5974,213,47,0.08215384615,bow
2022-11-23 18:08,2474260,logreg,relevance,displaced_persons,1820,20,570,0.9612576367,0.6913043478,0.9103053435,0.7858319605,130,477,5974,213,47,0.08215384615,bow
2022-11-23 18:08,2474260,logreg,relevance,displaced_persons,1820,20,570,0.9612576367,0.6913043478,0.9103053435,0.7858319605,130,477,5974,213,47,0.08215384615,bow
2022-11-23 18:09,2474260,logreg,relevance,displaced_persons,1820,20,570,0.9612576367,0.6913043478,0.9103053435,0.7858319605,130,477,5974,213,47,0.08215384615,bow
2022-11-23 18:09,2474260,logreg,relevance,displaced_persons,3641,1,44,0.1044631753,0.08885139885,1,0.1632020658,22,632,124,6481,0,0.09862675089,bow
2022-11-23 18:10,2474260,logreg,relevance,displaced_persons,3641,1,44,0.1044631753,0.08885139885,1,0.1632020658,22,632,124,6481,0,0.09862675089,bow
2022-11-23 18:10,2474260,logreg,relevance,displaced_persons,3641,1,44,0.1044631753,0.08885139885,1,0.1632020658,22,632,124,6481,0,0.09862675089,bow
2022-11-23 18:11,2474260,logreg,relevance,displaced_persons,3641,1,44,0.1044631753,0.08885139885,1,0.1632020658,22,632,124,6481,0,0.09862675089,bow
2022-11-23 18:11,2474260,logreg,relevance,displaced_persons,3641,1,44,0.1044631753,0.08885139885,1,0.1632020658,22,632,124,6481,0,0.09862675089,bow
2022-11-23 18:12,2474260,logreg,relevance,displaced_persons,3641,3,129,0.8038310962,0.2985,1,0.459761263,57,597,5152,1403,0,0.09910738808,bow
2022-11-23 18:13,2474260,logreg,relevance,displaced_persons,3641,3,129,0.8038310962,0.2985,1,0.459761263,57,597,5152,1403,0,0.09910738808,bow
2022-11-23 18:13,2474260,logreg,relevance,displaced_persons,3641,3,129,0.8038310962,0.2985,1,0.459761263,57,597,5152,1403,0,0.09910738808,bow
2022-11-23 18:14,2474260,logreg,relevance,displaced_persons,3641,3,129,0.8038310962,0.2985,1,0.459761263,57,597,5152,1403,0,0.09910738808,bow
2022-11-23 18:14,2474260,logreg,relevance,displaced_persons,3641,3,129,0.8038310962,0.2985,1,0.459761263,57,597,5152,1403,0,0.09910738808,bow
2022-11-23 18:15,2474260,logreg,relevance,displaced_persons,3641,5,210,0.9544618866,0.6671270718,0.8563829787,0.75,90,483,6266,241,81,0.09343586927,bow
2022-11-23 18:15,2474260,logreg,relevance,displaced_persons,3641,5,210,0.9544618866,0.6671270718,0.8563829787,0.75,90,483,6266,241,81,0.09343586927,bow
2022-11-23 18:16,2474260,logreg,relevance,displaced_persons,3641,5,210,0.9544618866,0.6671270718,0.8563829787,0.75,90,483,6266,241,81,0.09343586927,bow
2022-11-23 18:17,2474260,logreg,relevance,displaced_persons,3641,5,210,0.9544618866,0.6671270718,0.8563829787,0.75,90,483,6266,241,81,0.09343586927,bow
2022-11-23 18:17,2474260,logreg,relevance,displaced_persons,3641,5,210,0.9544618866,0.6671270718,0.8563829787,0.75,90,483,6266,241,81,0.09343586927,bow
2022-11-23 18:18,2474260,logreg,relevance,displaced_persons,3641,10,395,0.9642753413,0.751503006,0.754527163,0.7530120482,157,375,6265,124,122,0.0943875309,bow
2022-11-23 18:18,2474260,logreg,relevance,displaced_persons,3641,10,395,0.9642753413,0.751503006,0.754527163,0.7530120482,157,375,6265,124,122,0.0943875309,bow
2022-11-23 18:19,2474260,logreg,relevance,displaced_persons,3641,10,395,0.9642753413,0.751503006,0.754527163,0.7530120482,157,375,6265,124,122,0.0943875309,bow
2022-11-23 18:20,2474260,logreg,relevance,displaced_persons,3641,10,395,0.9642753413,0.751503006,0.754527163,0.7530120482,157,375,6265,124,122,0.0943875309,bow
2022-11-23 18:20,2474260,logreg,relevance,displaced_persons,3641,10,395,0.9642753413,0.751503006,0.754527163,0.7530120482,157,375,6265,124,122,0.0943875309,bow
2022-11-23 18:21,2474260,logreg,relevance,displaced_persons,3641,20,710,0.9665195556,0.7323600973,0.7323600973,0.7323600973,243,301,6050,110,110,0.09510848668,bow
2022-11-23 18:21,2474260,logreg,relevance,displaced_persons,3641,20,710,0.9665195556,0.7323600973,0.7323600973,0.7323600973,243,301,6050,110,110,0.09510848668,bow
2022-11-23 18:22,2474260,logreg,relevance,displaced_persons,3641,20,710,0.9665195556,0.7323600973,0.7323600973,0.7323600973,243,301,6050,110,110,0.09510848668,bow
2022-11-23 18:23,2474260,logreg,relevance,displaced_persons,3641,20,710,0.9665195556,0.7323600973,0.7323600973,0.7323600973,243,301,6050,110,110,0.09510848668,bow
2022-11-23 18:23,2474260,logreg,relevance,displaced_persons,3641,20,710,0.9665195556,0.7323600973,0.7323600973,0.7323600973,243,301,6050,110,110,0.09510848668,bow
2022-11-23 18:24,2474260,logreg,relevance,displaced_persons,5461,1,48,0.5647725702,0.1669753903,1,0.2861678005,23,631,3454,3148,0,0.07825489837,bow
2022-11-23 18:25,2474260,logreg,relevance,displaced_persons,5461,1,48,0.5647725702,0.1669753903,1,0.2861678005,23,631,3454,3148,0,0.07825489837,bow
2022-11-23 18:26,2474260,logreg,relevance,displaced_persons,5461,1,48,0.5647725702,0.1669753903,1,0.2861678005,23,631,3454,3148,0,0.07825489837,bow
2022-11-23 18:27,2474260,logreg,relevance,displaced_persons,5461,1,48,0.5647725702,0.1669753903,1,0.2861678005,23,631,3454,3148,0,0.07825489837,bow
2022-11-23 18:28,2474260,logreg,relevance,displaced_persons,5461,1,48,0.5647725702,0.1669753903,1,0.2861678005,23,631,3454,3148,0,0.07825489837,bow
2022-11-23 18:29,2474260,logreg,relevance,displaced_persons,5461,3,141,0.9603641457,0.750798722,0.7872696817,0.7686017989,57,470,6387,156,127,0.06684673137,bow
2022-11-23 18:30,2474260,logreg,relevance,displaced_persons,5461,3,141,0.9603641457,0.750798722,0.7872696817,0.7686017989,57,470,6387,156,127,0.06684673137,bow
2022-11-23 18:31,2474260,logreg,relevance,displaced_persons,5461,3,141,0.9603641457,0.750798722,0.7872696817,0.7686017989,57,470,6387,156,127,0.06684673137,bow
2022-11-23 18:32,2474260,logreg,relevance,displaced_persons,5461,3,141,0.9603641457,0.750798722,0.7872696817,0.7686017989,57,470,6387,156,127,0.06684673137,bow
2022-11-23 18:33,2474260,logreg,relevance,displaced_persons,5461,3,141,0.9603641457,0.750798722,0.7872696817,0.7686017989,57,470,6387,156,127,0.06684673137,bow
2022-11-23 18:34,2474260,logreg,relevance,displaced_persons,5461,5,230,0.9419940434,0.5759219089,0.9672131148,0.7219578518,105,531,6111,391,18,0.09748214613,bow
2022-11-23 18:35,2474260,logreg,relevance,displaced_persons,5461,5,230,0.9419940434,0.5759219089,0.9672131148,0.7219578518,105,531,6111,391,18,0.09748214613,bow
2022-11-23 18:36,2474260,logreg,relevance,displaced_persons,5461,5,230,0.9419940434,0.5759219089,0.9672131148,0.7219578518,105,531,6111,391,18,0.09748214613,bow
2022-11-23 18:37,2474260,logreg,relevance,displaced_persons,5461,5,230,0.9419940434,0.5759219089,0.9672131148,0.7219578518,105,531,6111,391,18,0.09748214613,bow
2022-11-23 18:38,2474260,logreg,relevance,displaced_persons,5461,5,230,0.9419940434,0.5759219089,0.9672131148,0.7219578518,105,531,6111,391,18,0.09748214613,bow
2022-11-23 18:39,2474260,logreg,relevance,displaced_persons,5461,10,435,0.958369851,0.6480620155,0.8781512605,0.7457627119,178,418,6143,227,58,0.09048342794,bow
2022-11-23 18:40,2474260,logreg,relevance,displaced_persons,5461,10,435,0.958369851,0.6480620155,0.8781512605,0.7457627119,178,418,6143,227,58,0.09048342794,bow
2022-11-23 18:41,2474260,logreg,relevance,displaced_persons,5461,10,435,0.958369851,0.6480620155,0.8781512605,0.7457627119,178,418,6143,227,58,0.09048342794,bow
2022-11-23 18:42,2474260,logreg,relevance,displaced_persons,5461,10,435,0.958369851,0.6480620155,0.8781512605,0.7457627119,178,418,6143,227,58,0.09048342794,bow
2022-11-23 18:43,2474260,logreg,relevance,displaced_persons,5461,10,435,0.958369851,0.6480620155,0.8781512605,0.7457627119,178,418,6143,227,58,0.09048342794,bow
2022-11-23 18:44,2474260,logreg,relevance,displaced_persons,5461,20,790,0.969650285,0.6870588235,0.8202247191,0.747759283,298,292,6002,133,64,0.09558826222,bow
2022-11-23 18:45,2474260,logreg,relevance,displaced_persons,5461,20,790,0.969650285,0.6870588235,0.8202247191,0.747759283,298,292,6002,133,64,0.09558826222,bow
2022-11-23 18:46,2474260,logreg,relevance,displaced_persons,5461,20,790,0.969650285,0.6870588235,0.8202247191,0.747759283,298,292,6002,133,64,0.09558826222,bow
2022-11-23 18:47,2474260,logreg,relevance,displaced_persons,5461,20,790,0.969650285,0.6870588235,0.8202247191,0.747759283,298,292,6002,133,64,0.09558826222,bow
2022-11-23 18:48,2474260,logreg,relevance,displaced_persons,5461,20,790,0.969650285,0.6870588235,0.8202247191,0.747759283,298,292,6002,133,64,0.09558826222,bow
2022-11-23 18:49,2474260,logreg,relevance,displaced_persons,7282,1,51,0.1024896266,0.08836751897,1,0.1623854395,25,629,112,6489,0,0.09603131008,bow
2022-11-23 18:51,2474260,logreg,relevance,displaced_persons,7282,1,51,0.1024896266,0.08836751897,1,0.1623854395,25,629,112,6489,0,0.09603131008,bow
2022-11-23 18:52,2474260,logreg,relevance,displaced_persons,7282,1,51,0.1024896266,0.08836751897,1,0.1623854395,25,629,112,6489,0,0.09603131008,bow
2022-11-23 18:54,2474260,logreg,relevance,displaced_persons,7282,1,51,0.1024896266,0.08836751897,1,0.1623854395,25,629,112,6489,0,0.09603131008,bow
2022-11-23 18:55,2474260,logreg,relevance,displaced_persons,7282,1,51,0.1024896266,0.08836751897,1,0.1623854395,25,629,112,6489,0,0.09603131008,bow
2022-11-23 18:57,2474260,logreg,relevance,displaced_persons,7282,3,150,0.9151591642,0.4911092295,0.9931506849,0.657223796,70,580,5946,601,4,0.09021560011,bow
2022-11-23 18:58,2474260,logreg,relevance,displaced_persons,7282,3,150,0.9151591642,0.4911092295,0.9931506849,0.657223796,70,580,5946,601,4,0.09021560011,bow
2022-11-23 19:00,2474260,logreg,relevance,displaced_persons,7282,3,150,0.9151591642,0.4911092295,0.9931506849,0.657223796,70,580,5946,601,4,0.09021560011,bow
2022-11-23 19:01,2474260,logreg,relevance,displaced_persons,7282,3,150,0.9151591642,0.4911092295,0.9931506849,0.657223796,70,580,5946,601,4,0.09021560011,bow
2022-11-23 19:03,2474260,logreg,relevance,displaced_persons,7282,3,150,0.9151591642,0.4911092295,0.9931506849,0.657223796,70,580,5946,601,4,0.09021560011,bow
2022-11-23 19:04,2474260,logreg,relevance,displaced_persons,7282,5,245,0.9548038658,0.642007926,0.9118198874,0.7534883721,121,486,6232,271,47,0.1053172205,bow
2022-11-23 19:06,2474260,logreg,relevance,displaced_persons,7282,5,245,0.9548038658,0.642007926,0.9118198874,0.7534883721,121,486,6232,271,47,0.1053172205,bow
2022-11-23 19:07,2474260,logreg,relevance,displaced_persons,7282,5,245,0.9548038658,0.642007926,0.9118198874,0.7534883721,121,486,6232,271,47,0.1053172205,bow
2022-11-23 19:09,2474260,logreg,relevance,displaced_persons,7282,5,245,0.9548038658,0.642007926,0.9118198874,0.7534883721,121,486,6232,271,47,0.1053172205,bow
2022-11-23 19:11,2474260,logreg,relevance,displaced_persons,7282,5,245,0.9548038658,0.642007926,0.9118198874,0.7534883721,121,486,6232,271,47,0.1053172205,bow
2022-11-23 19:12,2474260,logreg,relevance,displaced_persons,7282,10,465,0.9631748826,0.7136563877,0.7280898876,0.7208008899,209,324,6241,130,121,0.0939261192,bow
2022-11-23 19:14,2474260,logreg,relevance,displaced_persons,7282,10,465,0.9631748826,0.7136563877,0.7280898876,0.7208008899,209,324,6241,130,121,0.0939261192,bow
